UF,Municipio,ibgeID
CE,Acarau,2300200
CE,Acopiara,2300309
CE,Aiuaba,2300408
CE,Alcantaras,2300507
CE,Altaneira,2300606
CE,Alto Santo,2300705
CE,Amontada,2300754
CE,Antonina do Norte,2300804
CE,Apuiares,2300903
CE,Aquiraz,2301000
CE,Aracati,2301109
CE,Aracoiaba,2301208
CE,Ararenda,2301257
CE,Araripe,2301307
CE,Aratuba,2301406
CE,Arneiroz,2301505
CE,Assare,2301604
CE,Aurora,2301703
CE,Baixio,2301802
CE,Banabuiu,2301851
CE,Barbalha,2301901
CE,Barreira,2301950
CE,Barro,2302008
CE,Barroquinha,2302057
CE,Baturite,2302107
CE,Beberibe,2302206
CE,Bela Cruz,2302305
CE,Boa Viagem,2302404
CE,Brejo Santo,2302503
CE,Camocim,2302602
CE,Campos Sales,2302701
CE,Caninde,2302800
CE,Capistrano,2302909
CE,Caridade,2303006
CE,Carire,2303105
CE,Caririacu,2303204
CE,Carius,2303303
CE,Carnaubal,2303402
CE,Cascavel,2303501
CE,Catarina,2303600
CE,Catunda,2303659
CE,Caucaia,2303709
CE,Cedro,2303808
CE,Chaval,2303907
CE,Choro,2303931
CE,Chorozinho,2303956
CE,Coreau,2304004
CE,Crateus,2304103
CE,Crato,2304202
CE,Croata,2304236
CE,Cruz,2304251
CE,Deputado Irapuan Pinheiro,2304269
CE,Erere,2304277
CE,Eusebio,2304285
CE,Farias Brito,2304301
CE,Forquilha,2304350
CE,Fortaleza,2304400
CE,Fortim,2304459
CE,Frecheirinha,2304509
CE,General Sampaio,2304608
CE,Graca,2304657
CE,Granja,2304707
CE,Granjeiro,2304806
CE,Groairas,2304905
CE,Guaiuba,2304954
CE,Guaraciaba do Norte,2305001
CE,Guaramiranga,2305100
CE,Hidrolandia,2305209
CE,Horizonte,2305233
CE,Ibaretama,2305266
CE,Ibiapina,2305308
CE,Ibicuitinga,2305332
CE,Icapui,2305357
CE,Ico,2305407
CE,Iguatu,2305506
CE,Independencia,2305605
CE,Ipaporanga,2305654
CE,Ipaumirim,2305704
CE,Ipu,2305803
CE,Ipueiras,2305902
CE,Iracema,2306009
CE,Iraucuba,2306108
CE,Itaicaba,2306207
CE,Itaitinga,2306256
CE,Itapaje,2306306
CE,Itapipoca,2306405
CE,Itapiuna,2306504
CE,Itarema,2306553
CE,Itatira,2306603
CE,Jaguaretama,2306702
CE,Jaguaribara,2306801
CE,Jaguaribe,2306900
CE,Jaguaruana,2307007
CE,Jardim,2307106
CE,Jati,2307205
CE,Jijoca de Jericoacoara,2307254
CE,Juazeiro do Norte,2307304
CE,Jucas,2307403
CE,Lavras da Mangabeira,2307502
CE,Limoeiro do Norte,2307601
CE,Madalena,2307635
CE,Maracanau,2307650
CE,Maranguape,2307700
CE,Marco,2307809
CE,Martinopole,2307908
CE,Massape,2308005
CE,Mauriti,2308104
CE,Meruoca,2308203
CE,Milagres,2308302
CE,Milha,2308351
CE,Miraima,2308377
CE,Missao Velha,2308401
CE,Mombaca,2308500
CE,Monsenhor Tabosa,2308609
CE,Morada Nova,2308708
CE,Moraujo,2308807
CE,Morrinhos,2308906
CE,Mucambo,2309003
CE,Mulungu,2309102
CE,Nova Olinda,2309201
CE,Nova Russas,2309300
CE,Novo Oriente,2309409
CE,Ocara,2309458
CE,Oros,2309508
CE,Pacajus,2309607
CE,Pacatuba,2309706
CE,Pacoti,2309805
CE,Pacuja,2309904
CE,Palhano,2310001
CE,Palmacia,2310100
CE,Paracuru,2310209
CE,Paraipaba,2310258
CE,Parambu,2310308
CE,Paramoti,2310407
CE,Pedra Branca,2310506
CE,Penaforte,2310605
CE,Pentecoste,2310704
CE,Pereiro,2310803
CE,Pindoretama,2310852
CE,Piquet Carneiro,2310902
CE,Pires Ferreira,2310951
CE,Poranga,2311009
CE,Porteiras,2311108
CE,Potengi,2311207
CE,Potiretama,2311231
CE,Quiterianopolis,2311264
CE,Quixada,2311306
CE,Quixelo,2311355
CE,Quixeramobim,2311405
CE,Quixere,2311504
CE,Redencao,2311603
CE,Reriutaba,2311702
CE,Russas,2311801
CE,Saboeiro,2311900
CE,Salitre,2311959
CE,Santana do Acarau,2312007
CE,Santana do Cariri,2312106
CE,Santa Quiteria,2312205
CE,Sao Benedito,2312304
CE,Sao Goncalo do Amarante,2312403
CE,Sao Joao do Jaguaribe,2312502
CE,Sao Luis do Curu,2312601
CE,Senador Pompeu,2312700
CE,Senador Sa,2312809
CE,Sobral,2312908
CE,Solonopole,2313005
CE,Tabuleiro do Norte,2313104
CE,Tamboril,2313203
CE,Tarrafas,2313252
CE,Taua,2313302
CE,Tejucuoca,2313351
CE,Tiangua,2313401
CE,Trairi,2313500
CE,Tururu,2313559
CE,Ubajara,2313609
CE,Umari,2313708
CE,Umirim,2313757
CE,Uruburetama,2313807
CE,Uruoca,2313906
CE,Varjota,2313955
CE,Varzea Alegre,2314003
CE,Vicosa do Ceara,2314102
RN,Acari,2400109
RN,Acu,2400208
RN,Afonso Bezerra,2400307
RN,Agua Nova,2400406
RN,Alexandria,2400505
RN,Almino Afonso,2400604
RN,Alto do Rodrigues,2400703
RN,Angicos,2400802
RN,Antonio Martins,2400901
RN,Apodi,2401008
RN,Areia Branca,2401107
RN,Ares,2401206
RN,Augusto Severo,2401305
RN,Baia Formosa,2401404
RN,Barauna,2401453
RN,Barcelona,2401503
RN,Bento Fernandes,2401602
RN,Bodo,2401651
RN,Bom Jesus,2401701
RN,Brejinho,2401800
RN,Caicara do Norte,2401859
RN,Caicara do Rio do Vento,2401909
RN,Caico,2402006
RN,Campo Redondo,2402105
RN,Canguaretama,2402204
RN,Caraubas,2402303
RN,Carnauba dos Dantas,2402402
RN,Carnaubais,2402501
RN,Ceara-Mirim,2402600
RN,Cerro Cora,2402709
RN,Coronel Ezequiel,2402808
RN,Coronel Joao Pessoa,2402907
RN,Cruzeta,2403004
RN,Currais Novos,2403103
RN,Doutor Severiano,2403202
RN,Parnamirim,2403251
RN,Encanto,2403301
RN,Equador,2403400
RN,Espirito Santo,2403509
RN,Extremoz,2403608
RN,Felipe Guerra,2403707
RN,Fernando Pedroza,2403756
RN,Florania,2403806
RN,Francisco Dantas,2403905
RN,Frutuoso Gomes,2404002
RN,Galinhos,2404101
RN,Goianinha,2404200
RN,Governador Dix-Sept Rosado,2404309
RN,Grossos,2404408
RN,Guamare,2404507
RN,Ielmo Marinho,2404606
RN,Ipanguacu,2404705
RN,Ipueira,2404804
RN,Itaja,2404853
RN,Itau,2404903
RN,Jacana,2405009
RN,Jandaira,2405108
RN,Janduis,2405207
RN,Januario Cicco,2405306
RN,Japi,2405405
RN,Jardim de Angicos,2405504
RN,Jardim de Piranhas,2405603
RN,Jardim do Serido,2405702
RN,Joao Camara,2405801
RN,Joao Dias,2405900
RN,Jose da Penha,2406007
RN,Jucurutu,2406106
RN,Jundia,2406155
RN,Lagoa d Anta,2406205
RN,Lagoa de Pedras,2406304
RN,Lagoa de Velhos,2406403
RN,Lagoa Nova,2406502
RN,Lagoa Salgada,2406601
RN,Lajes,2406700
RN,Lajes Pintadas,2406809
RN,Lucrecia,2406908
RN,Luis Gomes,2407005
RN,Macaiba,2407104
RN,Macau,2407203
RN,Major Sales,2407252
RN,Marcelino Vieira,2407302
RN,Martins,2407401
RN,Maxaranguape,2407500
RN,Messias Targino,2407609
RN,Montanhas,2407708
RN,Monte Alegre,2407807
RN,Monte das Gameleiras,2407906
RN,Mossoro,2408003
RN,Natal,2408102
RN,Nisia Floresta,2408201
RN,Nova Cruz,2408300
RN,Olho-d Agua do Borges,2408409
RN,Ouro Branco,2408508
RN,Parana,2408607
RN,Parau,2408706
RN,Parazinho,2408805
RN,Parelhas,2408904
RN,Rio do Fogo,2408953
RN,Passa e Fica,2409100
RN,Passagem,2409209
RN,Patu,2409308
RN,Santa Maria,2409332
RN,Pau dos Ferros,2409407
RN,Pedra Grande,2409506
RN,Pedra Preta,2409605
RN,Pedro Avelino,2409704
RN,Pedro Velho,2409803
RN,Pendencias,2409902
RN,Piloes,2410009
RN,Poco Branco,2410108
RN,Portalegre,2410207
RN,Porto do Mangue,2410256
RN,Serra Caiada,2410306
RN,Pureza,2410405
RN,Rafael Fernandes,2410504
RN,Rafael Godeiro,2410603
RN,Riacho da Cruz,2410702
RN,Riacho de Santana,2410801
RN,Riachuelo,2410900
RN,Rodolfo Fernandes,2411007
RN,Tibau,2411056
RN,Ruy Barbosa,2411106
RN,Santa Cruz,2411205
RN,Santana do Matos,2411403
RN,Santana do Serido,2411429
RN,Santo Antonio,2411502
RN,Sao Bento do Norte,2411601
RN,Sao Bento do Trairi,2411700
RN,Sao Fernando,2411809
RN,Sao Francisco do Oeste,2411908
RN,Sao Goncalo do Amarante,2412005
RN,Sao Joao do Sabugi,2412104
RN,Sao Jose de Mipibu,2412203
RN,Sao Jose do Campestre,2412302
RN,Sao Jose do Serido,2412401
RN,Sao Miguel,2412500
RN,Sao Miguel do Gostoso,2412559
RN,Sao Paulo do Potengi,2412609
RN,Sao Pedro,2412708
RN,Sao Rafael,2412807
RN,Sao Tome,2412906
RN,Sao Vicente,2413003
RN,Senador Eloi de Souza,2413102
RN,Senador Georgino Avelino,2413201
RN,Serra de Sao Bento,2413300
RN,Serra do Mel,2413359
RN,Serra Negra do Norte,2413409
RN,Serrinha,2413508
RN,Serrinha dos Pintos,2413557
RN,Severiano Melo,2413607
RN,Sitio Novo,2413706
RN,Taboleiro Grande,2413805
RN,Taipu,2413904
RN,Tangara,2414001
RN,Tenente Ananias,2414100
RN,Tenente Laurentino Cruz,2414159
RN,Tibau do Sul,2414209
RN,Timbauba dos Batistas,2414308
RN,Touros,2414407
RN,Triunfo Potiguar,2414456
RN,Umarizal,2414506
RN,Upanema,2414605
RN,Varzea,2414704
RN,Venha-Ver,2414753
RN,Vera Cruz,2414803
RN,Vicosa,2414902
RN,Vila Flor,2415008
PB,Agua Branca,2500106
PB,Aguiar,2500205
PB,Alagoa Grande,2500304
PB,Alagoa Nova,2500403
PB,Alagoinha,2500502
PB,Alcantil,2500536
PB,Algodao de Jandaira,2500577
PB,Alhandra,2500601
PB,Sao Joao do Rio do Peixe,2500700
PB,Amparo,2500734
PB,Aparecida,2500775
PB,Aracagi,2500809
PB,Arara,2500908
PB,Araruna,2501005
PB,Areia,2501104
PB,Areia de Baraunas,2501153
PB,Areial,2501203
PB,Aroeiras,2501302
PB,Assuncao,2501351
PB,Baia da Traicao,2501401
PB,Bananeiras,2501500
PB,Barauna,2501534
PB,Barra de Santana,2501575
PB,Barra de Santa Rosa,2501609
PB,Barra de Sao Miguel,2501708
PB,Bayeux,2501807
PB,Belem,2501906
PB,Belem do Brejo do Cruz,2502003
PB,Bernardino Batista,2502052
PB,Boa Ventura,2502102
PB,Boa Vista,2502151
PB,Bom Jesus,2502201
PB,Bom Sucesso,2502300
PB,Bonito de Santa Fe,2502409
PB,Boqueirao,2502508
PB,Igaracy,2502607
PB,Borborema,2502706
PB,Brejo do Cruz,2502805
PB,Brejo dos Santos,2502904
PB,Caapora,2503001
PB,Cabaceiras,2503100
PB,Cabedelo,2503209
PB,Cachoeira dos Indios,2503308
PB,Cacimba de Areia,2503407
PB,Cacimba de Dentro,2503506
PB,Cacimbas,2503555
PB,Caicara,2503605
PB,Cajazeiras,2503704
PB,Cajazeirinhas,2503753
PB,Caldas Brandao,2503803
PB,Camalau,2503902
PB,Campina Grande,2504009
PB,Capim,2504033
PB,Caraubas,2504074
PB,Carrapateira,2504108
PB,Casserengue,2504157
PB,Catingueira,2504207
PB,Catole do Rocha,2504306
PB,Caturite,2504355
PB,Conceicao,2504405
PB,Condado,2504504
PB,Conde,2504603
PB,Congo,2504702
PB,Coremas,2504801
PB,Coxixola,2504850
PB,Cruz do Espirito Santo,2504900
PB,Cubati,2505006
PB,Cuite,2505105
PB,Cuitegi,2505204
PB,Cuite de Mamanguape,2505238
PB,Curral de Cima,2505279
PB,Curral Velho,2505303
PB,Damiao,2505352
PB,Desterro,2505402
PB,Vista Serrana,2505501
PB,Diamante,2505600
PB,Dona Ines,2505709
PB,Duas Estradas,2505808
PB,Emas,2505907
PB,Esperanca,2506004
PB,Fagundes,2506103
PB,Frei Martinho,2506202
PB,Gado Bravo,2506251
PB,Guarabira,2506301
PB,Gurinhem,2506400
PB,Gurjao,2506509
PB,Ibiara,2506608
PB,Imaculada,2506707
PB,Inga,2506806
PB,Itabaiana,2506905
PB,Itaporanga,2507002
PB,Itapororoca,2507101
PB,Itatuba,2507200
PB,Jacarau,2507309
PB,Jerico,2507408
PB,Joao Pessoa,2507507
PB,Juarez Tavora,2507606
PB,Juazeirinho,2507705
PB,Junco do Serido,2507804
PB,Juripiranga,2507903
PB,Juru,2508000
PB,Lagoa,2508109
PB,Lagoa de Dentro,2508208
PB,Lagoa Seca,2508307
PB,Lastro,2508406
PB,Livramento,2508505
PB,Logradouro,2508554
PB,Lucena,2508604
PB,Mae d Agua,2508703
PB,Malta,2508802
PB,Mamanguape,2508901
PB,Manaira,2509008
PB,Marcacao,2509057
PB,Mari,2509107
PB,Marizopolis,2509156
PB,Massaranduba,2509206
PB,Mataraca,2509305
PB,Matinhas,2509339
PB,Mato Grosso,2509370
PB,Matureia,2509396
PB,Mogeiro,2509404
PB,Montadas,2509503
PB,Monte Horebe,2509602
PB,Monteiro,2509701
PB,Mulungu,2509800
PB,Natuba,2509909
PB,Nazarezinho,2510006
PB,Nova Floresta,2510105
PB,Nova Olinda,2510204
PB,Nova Palmeira,2510303
PB,Olho d Agua,2510402
PB,Olivedos,2510501
PB,Ouro Velho,2510600
PB,Parari,2510659
PB,Passagem,2510709
PB,Patos,2510808
PB,Paulista,2510907
PB,Pedra Branca,2511004
PB,Pedra Lavrada,2511103
PB,Pedras de Fogo,2511202
PB,Pianco,2511301
PB,Picui,2511400
PB,Pilar,2511509
PB,Piloes,2511608
PB,Piloezinhos,2511707
PB,Pirpirituba,2511806
PB,Pitimbu,2511905
PB,Pocinhos,2512002
PB,Poco Dantas,2512036
PB,Poco de Jose de Moura,2512077
PB,Pombal,2512101
PB,Prata,2512200
PB,Princesa Isabel,2512309
PB,Puxinana,2512408
PB,Queimadas,2512507
PB,Quixaba,2512606
PB,Remigio,2512705
PB,Pedro Regis,2512721
PB,Riachao,2512747
PB,Riachao do Bacamarte,2512754
PB,Riachao do Poco,2512762
PB,Riacho de Santo Antonio,2512788
PB,Riacho dos Cavalos,2512804
PB,Rio Tinto,2512903
PB,Salgadinho,2513000
PB,Salgado de Sao Felix,2513109
PB,Santa Cecilia,2513158
PB,Santa Cruz,2513208
PB,Santa Helena,2513307
PB,Santa Ines,2513356
PB,Santa Luzia,2513406
PB,Santana de Mangueira,2513505
PB,Santana dos Garrotes,2513604
PB,Joca Claudino,2513653
PB,Santa Rita,2513703
PB,Santa Teresinha,2513802
PB,Santo Andre,2513851
PB,Sao Bento,2513901
PB,Sao Bentinho,2513927
PB,Sao Domingos do Cariri,2513943
PB,Sao Domingos,2513968
PB,Sao Francisco,2513984
PB,Sao Joao do Cariri,2514008
PB,Sao Joao do Tigre,2514107
PB,Sao Jose da Lagoa Tapada,2514206
PB,Sao Jose de Caiana,2514305
PB,Sao Jose de Espinharas,2514404
PB,Sao Jose dos Ramos,2514453
PB,Sao Jose de Piranhas,2514503
PB,Sao Jose de Princesa,2514552
PB,Sao Jose do Bonfim,2514602
PB,Sao Jose do Brejo do Cruz,2514651
PB,Sao Jose do Sabugi,2514701
PB,Sao Jose dos Cordeiros,2514800
PB,Sao Mamede,2514909
PB,Sao Miguel de Taipu,2515005
PB,Sao Sebastiao de Lagoa de Roca,2515104
PB,Sao Sebastiao do Umbuzeiro,2515203
PB,Sape,2515302
PB,Sao Vicente do Serido,2515401
PB,Serra Branca,2515500
PB,Serra da Raiz,2515609
PB,Serra Grande,2515708
PB,Serra Redonda,2515807
PB,Serraria,2515906
PB,Sertaozinho,2515930
PB,Sobrado,2515971
PB,Solanea,2516003
PB,Soledade,2516102
PB,Sossego,2516151
PB,Sousa,2516201
PB,Sume,2516300
PB,Tacima,2516409
PB,Taperoa,2516508
PB,Tavares,2516607
PB,Teixeira,2516706
PB,Tenorio,2516755
PB,Triunfo,2516805
PB,Uirauna,2516904
PB,Umbuzeiro,2517001
PB,Varzea,2517100
PB,Vieiropolis,2517209
PB,Zabele,2517407
PE,Abreu e Lima,2600054
PE,Afogados da Ingazeira,2600104
PE,Afranio,2600203
PE,Agrestina,2600302
PE,Agua Preta,2600401
PE,Aguas Belas,2600500
PE,Alagoinha,2600609
PE,Alianca,2600708
PE,Altinho,2600807
PE,Amaraji,2600906
PE,Angelim,2601003
PE,Aracoiaba,2601052
PE,Araripina,2601102
PE,Arcoverde,2601201
PE,Barra de Guabiraba,2601300
PE,Barreiros,2601409
PE,Belem de Maria,2601508
PE,Belem do Sao Francisco,2601607
PE,Belo Jardim,2601706
PE,Betania,2601805
PE,Bezerros,2601904
PE,Bodoco,2602001
PE,Bom Conselho,2602100
PE,Bom Jardim,2602209
PE,Bonito,2602308
PE,Brejao,2602407
PE,Brejinho,2602506
PE,Brejo da Madre de Deus,2602605
PE,Buenos Aires,2602704
PE,Buique,2602803
PE,Cabo de Santo Agostinho,2602902
PE,Cabrobo,2603009
PE,Cachoeirinha,2603108
PE,Caetes,2603207
PE,Calcado,2603306
PE,Calumbi,2603405
PE,Camaragibe,2603454
PE,Camocim de Sao Felix,2603504
PE,Camutanga,2603603
PE,Canhotinho,2603702
PE,Capoeiras,2603801
PE,Carnaiba,2603900
PE,Carnaubeira da Penha,2603926
PE,Carpina,2604007
PE,Caruaru,2604106
PE,Casinhas,2604155
PE,Catende,2604205
PE,Cedro,2604304
PE,Cha de Alegria,2604403
PE,Cha Grande,2604502
PE,Condado,2604601
PE,Correntes,2604700
PE,Cortes,2604809
PE,Cumaru,2604908
PE,Cupira,2605004
PE,Custodia,2605103
PE,Dormentes,2605152
PE,Escada,2605202
PE,Exu,2605301
PE,Feira Nova,2605400
PE,Fernando de Noronha,2605459
PE,Ferreiros,2605509
PE,Flores,2605608
PE,Floresta,2605707
PE,Frei Miguelinho,2605806
PE,Gameleira,2605905
PE,Garanhuns,2606002
PE,Gloria do Goita,2606101
PE,Goiana,2606200
PE,Granito,2606309
PE,Gravata,2606408
PE,Iati,2606507
PE,Ibimirim,2606606
PE,Ibirajuba,2606705
PE,Igarassu,2606804
PE,Iguaracy,2606903
PE,Inaja,2607000
PE,Ingazeira,2607109
PE,Ipojuca,2607208
PE,Ipubi,2607307
PE,Itacuruba,2607406
PE,Itaiba,2607505
PE,Ilha de Itamaraca,2607604
PE,Itambe,2607653
PE,Itapetim,2607703
PE,Itapissuma,2607752
PE,Itaquitinga,2607802
PE,Jaboatao dos Guararapes,2607901
PE,Jaqueira,2607950
PE,Jatauba,2608008
PE,Jatoba,2608057
PE,Joao Alfredo,2608107
PE,Joaquim Nabuco,2608206
PE,Jucati,2608255
PE,Jupi,2608305
PE,Jurema,2608404
PE,Lagoa do Carro,2608453
PE,Lagoa de Itaenga,2608503
PE,Lagoa do Ouro,2608602
PE,Lagoa dos Gatos,2608701
PE,Lagoa Grande,2608750
PE,Lajedo,2608800
PE,Limoeiro,2608909
PE,Macaparana,2609006
PE,Machados,2609105
PE,Manari,2609154
PE,Maraial,2609204
PE,Mirandiba,2609303
PE,Moreno,2609402
PE,Nazare da Mata,2609501
PE,Olinda,2609600
PE,Orobo,2609709
PE,Oroco,2609808
PE,Ouricuri,2609907
PE,Palmares,2610004
PE,Palmeirina,2610103
PE,Panelas,2610202
PE,Paranatama,2610301
PE,Parnamirim,2610400
PE,Passira,2610509
PE,Paudalho,2610608
PE,Paulista,2610707
PE,Pedra,2610806
PE,Pesqueira,2610905
PE,Petrolandia,2611002
PE,Petrolina,2611101
PE,Pocao,2611200
PE,Pombos,2611309
PE,Primavera,2611408
PE,Quipapa,2611507
PE,Quixaba,2611533
PE,Recife,2611606
PE,Riacho das Almas,2611705
PE,Ribeirao,2611804
PE,Rio Formoso,2611903
PE,Saire,2612000
PE,Salgadinho,2612109
PE,Salgueiro,2612208
PE,Saloa,2612307
PE,Sanharo,2612406
PE,Santa Cruz,2612455
PE,Santa Cruz da Baixa Verde,2612471
PE,Santa Cruz do Capibaribe,2612505
PE,Santa Filomena,2612554
PE,Santa Maria da Boa Vista,2612604
PE,Santa Maria do Cambuca,2612703
PE,Santa Terezinha,2612802
PE,Sao Benedito do Sul,2612901
PE,Sao Bento do Una,2613008
PE,Sao Caitano,2613107
PE,Sao Joao,2613206
PE,Sao Joaquim do Monte,2613305
PE,Sao Jose da Coroa Grande,2613404
PE,Sao Jose do Belmonte,2613503
PE,Sao Jose do Egito,2613602
PE,Sao Lourenco da Mata,2613701
PE,Sao Vicente Ferrer,2613800
PE,Serra Talhada,2613909
PE,Serrita,2614006
PE,Sertania,2614105
PE,Sirinhaem,2614204
PE,Moreilandia,2614303
PE,Solidao,2614402
PE,Surubim,2614501
PE,Tabira,2614600
PE,Tacaimbo,2614709
PE,Tacaratu,2614808
PE,Tamandare,2614857
PE,Taquaritinga do Norte,2615003
PE,Terezinha,2615102
PE,Terra Nova,2615201
PE,Timbauba,2615300
PE,Toritama,2615409
PE,Tracunhaem,2615508
PE,Trindade,2615607
PE,Triunfo,2615706
PE,Tupanatinga,2615805
PE,Tuparetama,2615904
PE,Venturosa,2616001
PE,Verdejante,2616100
PE,Vertente do Lerio,2616183
PE,Vertentes,2616209
PE,Vicencia,2616308
PE,Vitoria de Santo Antao,2616407
PE,Xexeu,2616506
AL,Agua Branca,2700102
AL,Anadia,2700201
AL,Arapiraca,2700300
AL,Atalaia,2700409
AL,Barra de Santo Antonio,2700508
AL,Barra de Sao Miguel,2700607
AL,Batalha,2700706
AL,Belem,2700805
AL,Belo Monte,2700904
AL,Boca da Mata,2701001
AL,Branquinha,2701100
AL,Cacimbinhas,2701209
AL,Cajueiro,2701308
AL,Campestre,2701357
AL,Campo Alegre,2701407
AL,Campo Grande,2701506
AL,Canapi,2701605
AL,Capela,2701704
AL,Carneiros,2701803
AL,Cha Preta,2701902
AL,Coite do Noia,2702009
AL,Colonia Leopoldina,2702108
AL,Coqueiro Seco,2702207
AL,Coruripe,2702306
AL,Craibas,2702355
AL,Delmiro Gouveia,2702405
AL,Dois Riachos,2702504
AL,Estrela de Alagoas,2702553
AL,Feira Grande,2702603
AL,Feliz Deserto,2702702
AL,Flexeiras,2702801
AL,Girau do Ponciano,2702900
AL,Ibateguara,2703007
AL,Igaci,2703106
AL,Igreja Nova,2703205
AL,Inhapi,2703304
AL,Jacare dos Homens,2703403
AL,Jacuipe,2703502
AL,Japaratinga,2703601
AL,Jaramataia,2703700
AL,Jequia da Praia,2703759
AL,Joaquim Gomes,2703809
AL,Jundia,2703908
AL,Junqueiro,2704005
AL,Lagoa da Canoa,2704104
AL,Limoeiro de Anadia,2704203
AL,Maceio,2704302
AL,Major Isidoro,2704401
AL,Maragogi,2704500
AL,Maravilha,2704609
AL,Marechal Deodoro,2704708
AL,Maribondo,2704807
AL,Mar Vermelho,2704906
AL,Mata Grande,2705002
AL,Matriz de Camaragibe,2705101
AL,Messias,2705200
AL,Minador do Negrao,2705309
AL,Monteiropolis,2705408
AL,Murici,2705507
AL,Novo Lino,2705606
AL,Olho d Agua das Flores,2705705
AL,Olho d Agua do Casado,2705804
AL,Olho d Agua Grande,2705903
AL,Olivenca,2706000
AL,Ouro Branco,2706109
AL,Palestina,2706208
AL,Palmeira dos Indios,2706307
AL,Pao de Acucar,2706406
AL,Pariconha,2706422
AL,Paripueira,2706448
AL,Passo de Camaragibe,2706505
AL,Paulo Jacinto,2706604
AL,Penedo,2706703
AL,Piacabucu,2706802
AL,Pilar,2706901
AL,Pindoba,2707008
AL,Piranhas,2707107
AL,Poco das Trincheiras,2707206
AL,Porto Calvo,2707305
AL,Porto de Pedras,2707404
AL,Porto Real do Colegio,2707503
AL,Quebrangulo,2707602
AL,Rio Largo,2707701
AL,Roteiro,2707800
AL,Santa Luzia do Norte,2707909
AL,Santana do Ipanema,2708006
AL,Santana do Mundau,2708105
AL,Sao Bras,2708204
AL,Sao Jose da Laje,2708303
AL,Sao Jose da Tapera,2708402
AL,Sao Luis do Quitunde,2708501
AL,Sao Miguel dos Campos,2708600
AL,Sao Miguel dos Milagres,2708709
AL,Sao Sebastiao,2708808
AL,Satuba,2708907
AL,Senador Rui Palmeira,2708956
AL,Tanque d Arca,2709004
AL,Taquarana,2709103
AL,Teotonio Vilela,2709152
AL,Traipu,2709202
AL,Uniao dos Palmares,2709301
AL,Vicosa,2709400
SE,Amparo de Sao Francisco,2800100
SE,Aquidaba,2800209
SE,Aracaju,2800308
SE,Araua,2800407
SE,Areia Branca,2800506
SE,Barra dos Coqueiros,2800605
SE,Boquim,2800670
SE,Brejo Grande,2800704
SE,Campo do Brito,2801009
SE,Canhoba,2801108
SE,Caninde de Sao Francisco,2801207
SE,Capela,2801306
SE,Carira,2801405
SE,Carmopolis,2801504
SE,Cedro de Sao Joao,2801603
SE,Cristinapolis,2801702
SE,Cumbe,2801900
SE,Divina Pastora,2802007
SE,Estancia,2802106
SE,Feira Nova,2802205
SE,Frei Paulo,2802304
SE,Gararu,2802403
SE,General Maynard,2802502
SE,Graccho Cardoso,2802601
SE,Ilha das Flores,2802700
SE,Indiaroba,2802809
SE,Itabaiana,2802908
SE,Itabaianinha,2803005
SE,Itabi,2803104
SE,Itaporanga d Ajuda,2803203
SE,Japaratuba,2803302
SE,Japoata,2803401
SE,Lagarto,2803500
SE,Laranjeiras,2803609
SE,Macambira,2803708
SE,Malhada dos Bois,2803807
SE,Malhador,2803906
SE,Maruim,2804003
SE,Moita Bonita,2804102
SE,Monte Alegre de Sergipe,2804201
SE,Muribeca,2804300
SE,Neopolis,2804409
SE,Nossa Senhora Aparecida,2804458
SE,Nossa Senhora da Gloria,2804508
SE,Nossa Senhora das Dores,2804607
SE,Nossa Senhora de Lourdes,2804706
SE,Nossa Senhora do Socorro,2804805
SE,Pacatuba,2804904
SE,Pedra Mole,2805000
SE,Pedrinhas,2805109
SE,Pinhao,2805208
SE,Pirambu,2805307
SE,Poco Redondo,2805406
SE,Poco Verde,2805505
SE,Porto da Folha,2805604
SE,Propria,2805703
SE,Riachao do Dantas,2805802
SE,Riachuelo,2805901
SE,Ribeiropolis,2806008
SE,Rosario do Catete,2806107
SE,Salgado,2806206
SE,Santa Luzia do Itanhy,2806305
SE,Santana do Sao Francisco,2806404
SE,Santa Rosa de Lima,2806503
SE,Santo Amaro das Brotas,2806602
SE,Sao Cristovao,2806701
SE,Sao Domingos,2806800
SE,Sao Francisco,2806909
SE,Sao Miguel do Aleixo,2807006
SE,Simao Dias,2807105
SE,Siriri,2807204
SE,Telha,2807303
SE,Tobias Barreto,2807402
SE,Tomar do Geru,2807501
SE,Umbauba,2807600
BA,Abaira,2900108
BA,Abare,2900207
BA,Acajutiba,2900306
BA,Adustina,2900355
BA,Agua Fria,2900405
BA,Erico Cardoso,2900504
BA,Aiquara,2900603
BA,Alagoinhas,2900702
BA,Alcobaca,2900801
BA,Almadina,2900900
BA,Amargosa,2901007
BA,Amelia Rodrigues,2901106
BA,America Dourada,2901155
BA,Anage,2901205
BA,Andarai,2901304
BA,Andorinha,2901353
BA,Angical,2901403
BA,Anguera,2901502
BA,Antas,2901601
BA,Antonio Cardoso,2901700
BA,Antonio Goncalves,2901809
BA,Apora,2901908
BA,Apuarema,2901957
BA,Aracatu,2902005
BA,Aracas,2902054
BA,Araci,2902104
BA,Aramari,2902203
BA,Arataca,2902252
BA,Aratuipe,2902302
BA,Aurelino Leal,2902401
BA,Baianopolis,2902500
BA,Baixa Grande,2902609
BA,Banzae,2902658
BA,Barra,2902708
BA,Barra da Estiva,2902807
